customer_id,customer_name,city,signup_date
123,Bob,Los Angeles,2023-11-05
124,Grace,New York,2022-04-23
125,Eva,Houston,2023-07-12
126,Hannah,Chicago,2022-02-24
127,Bob,Houston,2021-06-06
128,Alice,Houston,2022-07-04
129,Diana,Los Angeles,2023-10-18
130,Diana,Chicago,2023-09-24
131,Diana,Houston,2023-08-09
132,Eva,New York,2021-10-16
133,Alice,New York,2021-07-15
134,Eva,Phoenix,2022-08-21
135,Grace,Chicago,2022-06-01
136,Eva,Chicago,2023-05-15
137,Alice,Phoenix,2023-03-17
138,Alice,Houston,2023-03-26
139,Grace,Chicago,2021-08-16
140,Alice,New York,2021-08-04
141,Hannah,New York,2023-08-06
142,Alice,Los Angeles,2021-01-15
143,Diana,Chicago,2021-02-16
144,Hannah,Houston,2021-11-20
145,Hannah,Phoenix,2023-04-24
146,Grace,Phoenix,2021-05-10
147,Charlie,Houston,2021-04-05
148,Charlie,Los Angeles,2022-09-19
149,Alice,Phoenix,2023-01-25
150,Hannah,Chicago,2023-03-05
151,Charlie,Los Angeles,2021-03-10
152,Charlie,Chicago,2021-01-11
153,Alice,New York,2023-05-22
154,Charlie,Los Angeles,2022-07-04
155,Eva,Phoenix,2022-12-13
156,Bob,Los Angeles,2021-01-23
157,Grace,Los Angeles,2023-03-26
158,Bob,Los Angeles,2021-12-12
159,Alice,Los Angeles,2021-10-29
160,Diana,Chicago,2021-12-29
161,Grace,New York,2022-01-31
162,Alice,Houston,2021-08-06
163,Hannah,Los Angeles,2021-05-21
164,Diana,Phoenix,2023-08-16
165,Bob,Los Angeles,2023-09-12
166,Alice,Phoenix,2023-09-20
167,Hannah,Chicago,2023-04-08
168,Grace,Phoenix,2022-11-14
169,Grace,Houston,2023-10-01
170,Frank,New York,2021-12-22
171,Hannah,Phoenix,2023-10-05
172,Eva,Phoenix,2023-06-07
173,Charlie,New York,2021-05-07
174,Diana,Houston,2023-10-06
175,Hannah,Los Angeles,2022-08-27
176,Frank,Phoenix,2023-10-11
177,Charlie,New York,2021-02-20
178,Charlie,Chicago,2023-11-19
179,Alice,New York,2023-02-18
180,Charlie,Chicago,2023-03-25
181,Eva,Houston,2022-02-24
182,Grace,Los Angeles,2023-09-10
183,Frank,New York,2023-04-05
184,Charlie,Phoenix,2023-10-22
185,Alice,Houston,2022-07-21
186,Eva,New York,2022-01-06
187,Bob,Phoenix,2023-07-25
188,Grace,New York,2022-10-23
189,Grace,Chicago,2023-08-27
190,Frank,New York,2021-07-21
191,Grace,New York,2021-11-09
192,Charlie,New York,2021-04-27
193,Alice,Houston,2023-07-26
194,Grace,New York,2022-07-29
195,Grace,Phoenix,2021-09-01
196,Bob,Chicago,2022-06-21
197,Bob,Chicago,2021-03-16
198,Diana,New York,2022-01-21
199,Eva,Houston,2022-04-20
200,Charlie,Houston,2022-02-22
201,Grace,Phoenix,2021-12-13
202,Hannah,New York,2022-10-02
203,Grace,Chicago,2023-07-28
204,Alice,Houston,2023-08-13
205,Diana,New York,2023-05-26
206,Eva,Houston,2023-02-02
207,Hannah,Houston,2022-10-26
208,Diana,Chicago,2021-01-25
209,Frank,Los Angeles,2022-12-11
210,Eva,Phoenix,2021-06-26
211,Grace,Phoenix,2021-10-12
212,Grace,Chicago,2021-03-04
213,Eva,Houston,2023-09-30
214,Grace,New York,2022-10-24
215,Charlie,Houston,2022-10-28
216,Eva,Chicago,2021-06-05
217,Diana,Phoenix,2023-12-09
218,Eva,Houston,2023-08-25
219,Hannah,Phoenix,2023-04-29
220,Grace,New York,2022-11-20
221,Charlie,Phoenix,2021-05-28
222,Charlie,Phoenix,2021-12-08
223,Frank,Los Angeles,2022-04-21
224,Diana,Los Angeles,2023-12-23
225,Bob,Los Angeles,2022-07-15
226,Bob,Phoenix,2021-11-23
227,Eva,Chicago,2023-09-17
228,Frank,Phoenix,2021-08-03
229,Alice,Chicago,2022-03-11
230,Eva,Chicago,2023-08-10
231,Frank,Los Angeles,2022-12-24
232,Diana,Houston,2021-02-01
233,Diana,New York,2022-11-01
234,Diana,Los Angeles,2021-10-12
235,Diana,Los Angeles,2022-03-05
236,Diana,Houston,2021-10-13
237,Frank,New York,2023-11-09
238,Frank,Phoenix,2021-01-18
239,Charlie,Phoenix,2023-02-08
240,Hannah,Los Angeles,2022-08-13
241,Bob,New York,2023-10-07
242,Grace,Los Angeles,2021-07-13
243,Diana,Chicago,2022-05-17
244,Alice,Los Angeles,2023-09-15
245,Grace,Los Angeles,2021-04-24
246,Frank,Phoenix,2023-08-05
247,Alice,Phoenix,2023-04-11
248,Alice,Phoenix,2023-07-14
249,Alice,Chicago,2021-02-24
250,Charlie,Phoenix,2023-03-11
251,Frank,New York,2023-02-17
252,Alice,Houston,2021-06-11
253,Diana,New York,2021-03-28
254,Eva,New York,2021-02-24
255,Alice,Phoenix,2023-10-29
256,Charlie,Houston,2023-04-13
257,Grace,Houston,2021-11-09
258,Frank,Houston,2023-01-29
259,Hannah,Chicago,2022-03-19
260,Charlie,Phoenix,2021-11-24
261,Alice,Houston,2023-12-14
262,Frank,Chicago,2023-01-31
263,Eva,Los Angeles,2022-08-02
264,Alice,Los Angeles,2023-12-11
265,Charlie,Chicago,2023-10-04
266,Bob,Chicago,2021-04-06
267,Diana,Phoenix,2023-03-25
268,Hannah,Phoenix,2022-05-06
269,Grace,Los Angeles,2022-03-28
270,Charlie,Houston,2021-06-14
271,Frank,Los Angeles,2021-07-01
272,Hannah,Houston,2022-04-14
273,Hannah,Houston,2023-06-29
274,Hannah,Phoenix,2023-01-05
275,Alice,New York,2023-04-03
276,Diana,New York,2023-08-02
277,Alice,Chicago,2021-01-07
278,Frank,Phoenix,2021-11-26
279,Alice,Houston,2023-02-14
280,Bob,New York,2021-05-31
281,Diana,Houston,2021-05-27
282,Diana,New York,2023-07-04
283,Frank,New York,2022-12-01
284,Grace,New York,2021-03-23
285,Bob,Phoenix,2022-05-29
286,Charlie,Los Angeles,2023-03-26
287,Alice,Houston,2022-12-10
288,Eva,Phoenix,2023-01-16
289,Alice,Phoenix,2023-10-20
290,Hannah,Phoenix,2022-12-08
291,Alice,Phoenix,2022-04-16
292,Charlie,Phoenix,2022-01-31
293,Alice,Chicago,2021-09-18
294,Bob,Houston,2023-03-16
295,Bob,Phoenix,2023-07-23
296,Diana,Houston,2023-06-24
297,Frank,Chicago,2023-12-13
298,Grace,Chicago,2023-07-29
299,Eva,Houston,2023-05-04
300,Hannah,New York,2022-08-16
301,Alice,Los Angeles,2022-12-15
302,Alice,New York,2022-09-24
303,Charlie,New York,2021-02-28
304,Frank,New York,2021-05-08
305,Bob,Phoenix,2023-01-06
306,Eva,Chicago,2022-12-22
307,Diana,New York,2022-06-10
308,Bob,Chicago,2022-06-05
309,Hannah,Houston,2022-07-06
310,Frank,Los Angeles,2021-08-25
311,Hannah,Houston,2022-05-09
312,Grace,Houston,2021-01-04
313,Diana,Phoenix,2022-10-28
314,Grace,Los Angeles,2022-03-18
315,Charlie,Houston,2021-01-29
316,Hannah,Houston,2022-09-02
317,Charlie,Los Angeles,2023-03-16
318,Alice,Los Angeles,2021-03-16
319,Grace,Houston,2023-04-18
320,Frank,Los Angeles,2021-05-08
321,Hannah,Houston,2021-02-11
322,Eva,Houston,2021-02-10
323,Diana,Phoenix,2023-07-23
324,Bob,New York,2021-02-03
325,Frank,Houston,2023-11-07
326,Frank,Chicago,2023-09-25
327,Charlie,New York,2022-08-11
328,Grace,New York,2021-12-08
329,Hannah,New York,2021-01-27
330,Hannah,Phoenix,2022-10-08
331,Alice,Houston,2023-01-01
332,Alice,Phoenix,2021-06-17
333,Diana,Houston,2022-09-02
334,Charlie,Phoenix,2021-09-25
335,Frank,Phoenix,2023-04-01
336,Hannah,Chicago,2022-03-31
337,Eva,Phoenix,2023-06-25
338,Charlie,Los Angeles,2023-07-11
339,Diana,Chicago,2023-09-08
340,Diana,Phoenix,2022-12-03
341,Charlie,New York,2022-09-26
342,Diana,Los Angeles,2021-05-10
343,Charlie,Los Angeles,2023-10-17
344,Bob,Los Angeles,2023-03-30
345,Charlie,Chicago,2022-11-24
346,Grace,Phoenix,2023-03-05
347,Charlie,Phoenix,2021-01-29
348,Diana,New York,2021-05-29
349,Hannah,New York,2021-01-11
350,Grace,Los Angeles,2022-11-07
351,Diana,New York,2021-07-06
352,Alice,Chicago,2023-03-18
353,Alice,Phoenix,2023-01-14
354,Hannah,Los Angeles,2021-04-08
355,Hannah,New York,2021-02-24
356,Grace,Chicago,2022-09-15
357,Bob,Chicago,2022-10-26
358,Hannah,New York,2023-01-28
359,Alice,Phoenix,2022-02-10
360,Charlie,New York,2021-03-10
361,Diana,Los Angeles,2023-01-21
362,Alice,New York,2023-08-16
363,Alice,Chicago,2021-12-31
364,Bob,New York,2022-04-27
365,Grace,Phoenix,2021-07-20
366,Grace,Houston,2021-06-03
367,Frank,New York,2021-03-14
368,Bob,Phoenix,2022-12-14
369,Charlie,Phoenix,2021-10-23
370,Grace,Chicago,2023-11-07
371,Diana,Phoenix,2021-03-02
372,Hannah,Phoenix,2023-07-28
373,Bob,Phoenix,2021-02-11
374,Hannah,Phoenix,2021-01-25
375,Alice,Los Angeles,2023-11-29
376,Diana,Los Angeles,2021-05-11
377,Diana,Chicago,2021-04-18
378,Alice,New York,2021-06-21
379,Bob,Phoenix,2021-04-12
380,Alice,New York,2023-05-16
381,Hannah,New York,2022-06-08
382,Frank,Chicago,2021-10-02
383,Diana,Phoenix,2023-12-04
384,Eva,Phoenix,2023-03-28
385,Eva,Houston,2023-08-15
386,Hannah,New York,2023-11-07
387,Charlie,New York,2021-11-26
388,Grace,Los Angeles,2021-01-12
389,Alice,Houston,2021-08-04
390,Alice,Los Angeles,2021-12-05
391,Charlie,Los Angeles,2022-10-23
392,Charlie,Los Angeles,2022-01-09
393,Hannah,Chicago,2023-09-03
394,Hannah,Chicago,2022-12-11
395,Charlie,Los Angeles,2022-04-11
396,Diana,Houston,2022-05-04
397,Hannah,New York,2021-02-16
398,Frank,Houston,2023-02-17
399,Hannah,Phoenix,2023-11-06
400,Alice,Chicago,2022-12-12
401,Hannah,New York,2022-02-05
402,Diana,New York,2023-09-08
403,Charlie,Phoenix,2021-09-07
404,Alice,Phoenix,2022-01-26
405,Hannah,Los Angeles,2021-12-01
406,Diana,Chicago,2022-09-21
407,Frank,Chicago,2021-05-17
408,Hannah,Houston,2023-06-02
409,Diana,Los Angeles,2022-11-19
410,Frank,Los Angeles,2023-04-07
411,Charlie,Los Angeles,2022-12-28
412,Hannah,Los Angeles,2022-08-17
413,Frank,Chicago,2023-09-17
414,Alice,Chicago,2022-01-07
415,Charlie,Los Angeles,2023-07-24
416,Alice,Houston,2023-09-22
417,Eva,New York,2022-02-06
418,Bob,New York,2022-09-07
419,Hannah,Houston,2023-09-22
420,Frank,Los Angeles,2022-09-12
421,Bob,Chicago,2021-07-07
422,Bob,New York,2021-05-11
423,Frank,Phoenix,2023-03-16
424,Charlie,Phoenix,2023-07-25
425,Hannah,Houston,2023-09-13
426,Eva,Los Angeles,2021-07-02
427,Alice,New York,2023-09-10
428,Diana,Los Angeles,2021-12-30
429,Alice,New York,2021-02-08
430,Diana,Houston,2022-05-12
431,Alice,Houston,2023-09-09
432,Frank,Phoenix,2023-07-10
433,Eva,Los Angeles,2022-12-23
434,Hannah,Phoenix,2021-01-16
435,Diana,Los Angeles,2022-05-08
436,Hannah,Phoenix,2023-06-13
437,Hannah,Chicago,2021-11-07
438,Hannah,Chicago,2023-01-09
439,Grace,Chicago,2022-06-30
440,Charlie,Chicago,2022-02-18
441,Alice,New York,2021-09-08
442,Hannah,Chicago,2023-01-29
443,Alice,Houston,2023-11-29
444,Hannah,Houston,2023-03-25
445,Diana,New York,2021-01-29
446,Charlie,Chicago,2023-08-16
447,Charlie,Chicago,2022-04-22
448,Frank,Chicago,2021-11-14
449,Grace,Phoenix,2021-09-02
450,Frank,Los Angeles,2023-01-18
451,Frank,Phoenix,2022-11-28
452,Frank,Los Angeles,2021-09-29
453,Frank,Chicago,2022-01-12
454,Frank,Chicago,2021-09-23
455,Eva,Phoenix,2023-07-15
456,Charlie,Phoenix,2023-07-10
457,Frank,Los Angeles,2021-12-06
458,Hannah,Houston,2022-01-24
459,Charlie,Los Angeles,2022-07-31
460,Charlie,Phoenix,2021-01-03
461,Bob,Phoenix,2022-01-11
462,Eva,New York,2021-11-20
463,Frank,Phoenix,2021-05-26
464,Alice,New York,2021-10-20
465,Diana,Houston,2022-03-08
466,Grace,Los Angeles,2022-12-06
467,Hannah,Los Angeles,2023-08-07
468,Alice,New York,2022-08-08
469,Eva,Los Angeles,2022-02-03
470,Diana,Phoenix,2023-03-28
471,Eva,Chicago,2023-08-22
472,Hannah,New York,2021-07-06
473,Charlie,Los Angeles,2021-03-02
474,Diana,New York,2023-07-28
475,Charlie,New York,2022-12-11
476,Hannah,Chicago,2023-03-18
477,Alice,Phoenix,2021-01-11
478,Hannah,New York,2023-12-22
479,Alice,Los Angeles,2021-08-14
480,Diana,Houston,2022-07-18
481,Diana,New York,2023-02-11
482,Frank,New York,2023-06-04
483,Eva,Chicago,2021-08-14
484,Frank,Phoenix,2023-04-05
485,Eva,Houston,2021-08-06
486,Frank,Los Angeles,2023-07-26
487,Charlie,Houston,2023-01-23
488,Diana,Los Angeles,2022-05-21
489,Alice,Phoenix,2021-09-16
490,Eva,Los Angeles,2021-02-23
491,Hannah,Chicago,2023-12-07
492,Eva,Chicago,2022-12-28
493,Alice,Chicago,2022-11-20
494,Frank,Chicago,2023-11-10
495,Eva,Houston,2022-02-23
496,Grace,Phoenix,2022-11-21
497,Charlie,Los Angeles,2023-04-30
498,Diana,Los Angeles,2021-03-03
499,Alice,Chicago,2021-08-04
500,Diana,Chicago,2021-01-03
